session people time duration ID_full ID noHp flow id_flow id_flow_full
1.FO1 Estelle 1465.697 4.99900000000002 1.FO1.08 8 1 3 8_1_3 1.FO1.08_1_3
1.FO1 Estelle 1470.697 1.99800000000005 1.FO1.08 8 1 1 8_1_1 1.FO1.08_1_1
1.FO1 Estelle 1472.696 3.00199999999995 1.FO1.08 8 1 3 8_1_3 1.FO1.08_1_3
1.FO1 Estelle 1475.699 0.997000000000071 1.FO1.08 8 1 1 8_1_1 1.FO1.08_1_1
1.FO1 Estelle 1476.697 1.99900000000002 1.FO1.08 8 1 4 8_1_4 1.FO1.08_1_4
1.FO1 Estelle 1502.698 3.99700000000007 1.FO1.04 4 1 6 4_1_6 1.FO1.04_1_6
1.FO1 Estelle 1512.698 6.99800000000005 1.FO1.04 4 2 1 4_2_1 1.FO1.04_2_1
1.FO1 Estelle 1522.198 5.49800000000005 1.FO1.03 3 1 5 3_1_5 1.FO1.03_1_5
1.FO1 Estelle 1538.697 8 1.FO1.03 3 1 NR 3_1_NR 1.FO1.03_1_NR
1.FO1 Estelle 1546.698 2.40000000000009 1.FO1.03 3 1 1 3_1_1 1.FO1.03_1_1
1.FO1 Estelle 1550.101 24.9000000000001 1.FO1.08 8 3 NR 8_3_NR 1.FO1.08_3_NR
1.FO1 Estelle 1575.002 10.499 1.FO1.08 8 3 1 8_3_1 1.FO1.08_3_1
1.FO1 Estelle 1585.502 5.49900000000002 1.FO1.08 8 3 NR 8_3_NR 1.FO1.08_3_NR
1.FO1 Estelle 1591.002 2.99900000000002 1.FO1.08 8 3 1 8_3_1 1.FO1.08_3_1
1.FO1 Estelle 1594.502 20.999 1.FO1.07 7 2 5 7_2_5 1.FO1.07_2_5
1.FO1 Estelle 1615.502 23.501 1.FO1.07 7 2 4 7_2_4 1.FO1.07_2_4
1.FO1 Estelle 1639.004 11.9959999999999 1.FO1.07 7 2 2 7_2_2 1.FO1.07_2_2
1.FO1 Estelle 1651.001 1.5 1.FO1.07 7 2 NR 7_2_NR 1.FO1.07_2_NR
1.FO1 Estelle 1658.504 5.49599999999987 1.FO1.06 6 4 2 6_4_2 1.FO1.06_4_2
1.FO1 Estelle 1664.001 13.5 1.FO1.06 6 4 1 6_4_1 1.FO1.06_4_1
1.FO1 Estelle 1686.002 4.49900000000002 1.FO1.02 2 3 3 2_3_3 1.FO1.02_3_3
1.FO1 Estelle 1690.502 4.49799999999982 1.FO1.02 2 3 2 2_3_2 1.FO1.02_3_2
1.FO1 Estelle 1695.001 2 1.FO1.02 2 3 3 2_3_3 1.FO1.02_3_3
1.FO1 Estelle 1697.002 5.99900000000002 1.FO1.02 2 3 2 2_3_2 1.FO1.02_3_2
1.FO1 Estelle 1703.002 3.49900000000002 1.FO1.02 2 3 3 2_3_3 1.FO1.02_3_3
1.FO1 Estelle 1706.502 13.4979999999998 1.FO1.02 2 3 1 2_3_1 1.FO1.02_3_1
1.FO1 Estelle 1720.001 4.4989999999998 1.FO1.02 2 3 3 2_3_3 1.FO1.02_3_3
1.FO1 Estelle 1725.805 6.49900000000002 1.FO1.07 7 3 1 7_3_1 1.FO1.07_3_1
1.FO1 Estelle 1732.305 9.99800000000005 1.FO1.07 7 1 2 7_1_2 1.FO1.07_1_2
1.FO1 Estelle 1746.304 4.49900000000002 1.FO1.06 6 2 5 6_2_5 1.FO1.06_2_5
1.FO1 Estelle 1750.804 0.902000000000044 1.FO1.06 6 2 4 6_2_4 1.FO1.06_2_4
1.FO1 Estelle 1754.509 6.904 1.FO1.01 1 2 4 1_2_4 1.FO1.01_2_4
1.FO1 Estelle 1761.414 4.49900000000002 1.FO1.01 1 2 3 1_2_3 1.FO1.01_2_3
1.FO1 Estelle 1765.914 1.99900000000002 1.FO1.01 1 2 1 1_2_1 1.FO1.01_2_1
1.FO1 Estelle 1772.718 7.90100000000007 1.FO1.04 4 2 3 4_2_3 1.FO1.04_2_3
1.FO1 Estelle 1780.62 10.498 1.FO1.04 4 1 4 4_1_4 1.FO1.04_1_4
1.FO1 Estelle 1791.119 2 1.FO1.04 4 1 2 4_1_2 1.FO1.04_1_2
1.FO1 Estelle 1793.12 2.49900000000002 1.FO1.04 4 1 1 4_1_1 1.FO1.04_1_1
1.FO1 Estelle 1800.022 4.39999999999986 1.FO1.09 9 1 5 9_1_5 1.FO1.09_1_5
1.FO1 Estelle 1804.423 1 1.FO1.09 9 1 4 9_1_4 1.FO1.09_1_4
1.FO1 Estelle 1805.424 0.49799999999982 1.FO1.09 9 1 3 9_1_3 1.FO1.09_1_3
1.FO1 Estelle 1805.923 0.999000000000024 1.FO1.09 9 1 2 9_1_2 1.FO1.09_1_2
1.FO1 Estelle 1806.923 2.5 1.FO1.09 9 1 1 9_1_1 1.FO1.09_1_1
1.FO1 Jeanne 41.131 8.93800000000002 1.FO1.09 9 1 2 9_1_2 1.FO1.09_1_2
1.FO1 Jeanne 52.332 9.23500000000001 1.FO1.08 8 1 3 8_1_3 1.FO1.08_1_3
1.FO1 Jeanne 61.568 1.791 1.FO1.08 8 1 NR 8_1_NR 1.FO1.08_1_NR
1.FO1 Jeanne 63.36 7.893 1.FO1.08 8 1 1 8_1_1 1.FO1.08_1_1
1.FO1 Jeanne 74.795 2.55999999999997 1.FO1.07 7 1 NR 7_1_NR 1.FO1.07_1_NR
1.FO1 Jeanne 79.574 3.07299999999998 1.FO1.02 2 1 2 2_1_2 1.FO1.02_1_2
1.FO1 Jeanne 85.526 8.703 1.FO1.08 8 2 5 8_2_5 1.FO1.08_2_5
1.FO1 Jeanne 95.467 6.25 1.FO1.08 8 2 3 8_2_3 1.FO1.08_2_3
1.FO1 Jeanne 102.23 5.994 1.FO1.08 8 2 5 8_2_5 1.FO1.08_2_5
1.FO1 Jeanne 108.225 5.63 1.FO1.08 8 2 3 8_2_3 1.FO1.08_2_3
1.FO1 Jeanne 120.981 6.14400000000001 1.FO1.09 9 1 2 9_1_2 1.FO1.09_1_2
1.FO1 Jeanne 142.464 25.855 1.FO1.06 6 2 3 6_2_3 1.FO1.06_2_3
1.FO1 Jeanne 168.32 8.95900000000003 1.FO1.06 6 2 5 6_2_5 1.FO1.06_2_5
1.FO1 Jeanne 177.28 13.055 1.FO1.06 6 2 3 6_2_3 1.FO1.06_2_3
1.FO1 Jeanne 190.336 11.263 1.FO1.06 6 2 5 6_2_5 1.FO1.06_2_5
1.FO1 Jeanne 201.6 4.351 1.FO1.06 6 2 6 6_2_6 1.FO1.06_2_6
1.FO1 Jeanne 205.952 4.09499999999997 1.FO1.06 6 2 4 6_2_4 1.FO1.06_2_4
1.FO1 Jeanne 216.832 19.498 1.FO1.06 6 1 5 6_1_5 1.FO1.06_1_5
1.FO1 Jeanne 237.718 15.657 1.FO1.06 6 1 3 6_1_3 1.FO1.06_1_3
1.FO1 Jeanne 253.376 10.24 1.FO1.06 6 1 5 6_1_5 1.FO1.06_1_5
1.FO1 Jeanne 263.617 13.118 1.FO1.06 6 1 1 6_1_1 1.FO1.06_1_1
1.FO1 Jeanne 276.736 31.637 1.FO1.06 6 1 4 6_1_4 1.FO1.06_1_4
1.FO1 Jeanne 308.374 11.519 1.FO1.06 6 1 2 6_1_2 1.FO1.06_1_2
1.FO1 Jeanne 319.894 4.79900000000004 1.FO1.06 6 1 1 6_1_1 1.FO1.06_1_1
1.FO1 Jeanne 324.694 1.59899999999999 1.FO1.06 6 1 NR 6_1_NR 1.FO1.06_1_NR
1.FO1 Jeanne 331.03 9.91899999999998 1.FO1.06 6 2 1 6_2_1 1.FO1.06_2_1
1.FO1 Jeanne 343.446 15.679 1.FO1.06 6 2 2 6_2_2 1.FO1.06_2_2
1.FO1 Jeanne 359.126 3.839 1.FO1.06 6 2 4 6_2_4 1.FO1.06_2_4
1.FO1 Jeanne 370.176 7.35899999999998 1.FO1.03 3 1 NR 3_1_NR 1.FO1.03_1_NR
1.FO1 Jeanne 386.816 2.87900000000002 1.FO1.02 2 2 NR 2_2_NR 1.FO1.02_2_NR
1.FO1 Jeanne 389.696 3.51900000000001 1.FO1.02 2 2 1 2_2_1 1.FO1.02_2_1
1.FO1 Jeanne 393.792 18.239 1.FO1.02 2 1 2 2_1_2 1.FO1.02_1_2
1.FO1 Jeanne 412.032 7.99899999999997 1.FO1.02 2 1 3 2_1_3 1.FO1.02_1_3
1.FO1 Jeanne 420.032 1.91899999999998 1.FO1.02 2 1 NR 2_1_NR 1.FO1.02_1_NR
1.FO1 Jeanne 421.952 8.31899999999996 1.FO1.02 2 1 1 2_1_1 1.FO1.02_1_1
1.FO1 Jeanne 430.272 8.31900000000007 1.FO1.02 2 1 NR 2_1_NR 1.FO1.02_1_NR
1.FO1 Jeanne 440.512 2.87900000000002 1.FO1.02 2 1 NR 2_1_NR 1.FO1.02_1_NR
1.FO1 Jeanne 450.198 6.78300000000002 1.FO1.03 3 1 1 3_1_1 1.FO1.03_1_1
1.FO1 Jeanne 456.982 1.68399999999997 1.FO1.03 3 1 3 3_1_3 1.FO1.03_1_3
1.FO1 Jeanne 459.691 12.9699999999999 1.FO1.09 9 3 7 9_3_7 1.FO1.09_3_7
1.FO1 Jeanne 472.662 3.83900000000006 1.FO1.09 9 3 5 9_3_5 1.FO1.09_3_5
1.FO1 Jeanne 477.526 8.87300000000005 1.FO1.04 4 3 2 4_3_2 1.FO1.04_3_2
1.FO1 Jeanne 489.814 6.97500000000002 1.FO1.04 4 2 4 4_2_4 1.FO1.04_2_4
1.FO1 Jeanne 496.79 7.16700000000003 1.FO1.04 4 2 2 4_2_2 1.FO1.04_2_2
1.FO1 Jeanne 507.35 7.0809999999999 1.FO1.04 4 2 1 4_2_1 1.FO1.04_2_1
1.FO1 Jeanne 515.435 6.14300000000003 1.FO1.04 4 1 7 4_1_7 1.FO1.04_1_7
1.FO1 Jeanne 521.579 6.80500000000006 1.FO1.04 4 1 5 4_1_5 1.FO1.04_1_5
1.FO1 Jeanne 528.385 15.701 1.FO1.04 4 1 3 4_1_3 1.FO1.04_1_3
1.FO1 Jeanne 545.11 4.43599999999992 1.FO1.04 4 1 4 4_1_4 1.FO1.04_1_4
1.FO1 Jeanne 549.547 7.48699999999997 1.FO1.04 4 1 1 4_1_1 1.FO1.04_1_1
1.FO1 Jeanne 561.814 5.80200000000002 1.FO1.08 8 1 NR 8_1_NR 1.FO1.08_1_NR
1.FO1 Jeanne 615.318 8.34000000000003 1.FO1.08 8 1 1 8_1_1 1.FO1.08_1_1
1.FO1 Jeanne 733.441 10.1529999999999 1.FO1.08 8 1 4 8_1_4 1.FO1.08_1_4
1.FO1 Jeanne 770.198 11.241 1.FO1.06 6 2 3 6_2_3 1.FO1.06_2_3
1.FO1 Jeanne 910.059 6.91100000000006 1.FO1.06 6 2 3 6_2_3 1.FO1.06_2_3
1.FO1 Jeanne 916.971 1.91999999999996 1.FO1.06 6 2 2 6_2_2 1.FO1.06_2_2
1.FO1 Jeanne 1134.806 6.14300000000003 1.FO1.01 1 3 1 1_3_1 1.FO1.01_3_1
1.FO1 Jeanne 1140.95 3.07099999999991 1.FO1.01 1 3 2 1_3_2 1.FO1.01_3_2
1.FO1 Jeanne 1144.534 6.39900000000011 1.FO1.01 1 2 3 1_2_3 1.FO1.01_2_3
1.FO1 Jeanne 1150.934 9.72700000000009 1.FO1.01 1 2 4 1_2_4 1.FO1.01_2_4
1.FO1 Jeanne 1160.662 4.09500000000003 1.FO1.01 1 2 1 1_2_1 1.FO1.01_2_1
1.FO1 Jeanne 1164.758 4.30899999999997 1.FO1.01 1 2 3 1_2_3 1.FO1.01_2_3
1.FO1 Jeanne 1169.366 6.80400000000009 1.FO1.01 1 1 5 1_1_5 1.FO1.01_1_5
1.FO1 Jeanne 1176.171 9.72699999999986 1.FO1.01 1 1 3 1_1_3 1.FO1.01_1_3
1.FO1 Jeanne 1186.902 7.423 1.FO1.01 1 1 6 1_1_6 1.FO1.01_1_6
1.FO1 Jeanne 1194.326 5.375 1.FO1.01 1 1 2 1_1_2 1.FO1.01_1_2
1.FO1 Jeanne 1199.702 7.44399999999996 1.FO1.01 1 1 1 1_1_1 1.FO1.01_1_1
1.FO1 Jeanne 1207.147 1.51400000000012 1.FO1.01 1 1 4 1_1_4 1.FO1.01_1_4
1.FO1 Jeanne 1215.019 7.67899999999986 1.FO1.02 2 1 1 2_1_1 1.FO1.02_1_1
1.FO1 Jeanne 1222.699 4.84199999999987 1.FO1.02 2 2 2 2_2_2 1.FO1.02_2_2
1.FO1 Jeanne 1229.846 8.95900000000006 1.FO1.04 4 1 5 4_1_5 1.FO1.04_1_5
1.FO1 Jeanne 1238.806 3.327 1.FO1.04 4 1 6 4_1_6 1.FO1.04_1_6
1.FO1 Jeanne 1255.126 4.86300000000006 1.FO1.04 4 2 7 4_2_7 1.FO1.04_2_7
1.FO1 Jeanne 1259.99 0.511999999999944 1.FO1.04 4 2 5 4_2_5 1.FO1.04_2_5
1.FO1 Jeanne 1304.278 4.15899999999988 1.FO1.01 1 1 5 1_1_5 1.FO1.01_1_5
1.FO1 Jeanne 1308.438 1.59900000000016 1.FO1.01 1 1 4 1_1_4 1.FO1.01_1_4
1.FO1 Jeanne 1348.246 9.9190000000001 1.FO1.06 6 3 1 6_3_1 1.FO1.06_3_1
1.FO1 Jeanne 1370.71 2.38799999999992 1.FO1.09 9 4 NR 9_4_NR 1.FO1.09_4_NR
1.FO1 Jeanne 1466.24 2.73099999999999 1.FO1.04 4 1 4 4_1_4 1.FO1.04_1_4
1.FO1 Jeanne 1480.236 2.38700000000017 1.FO1.02 2 3 NR 2_3_NR 1.FO1.02_3_NR
1.FO1 Jeanne 1485.696 4.43700000000013 1.FO1.06 6 2 4 6_2_4 1.FO1.06_2_4
1.FO1 Jeanne 1592.043 16.383 1.FO1.01 1 3 3 1_3_3 1.FO1.01_3_3
1.FO1 Jeanne 1633.856 4.202 1.FO1.07 7 3 2 7_3_2 1.FO1.07_3_2
1.FO1 Jeanne 1643.03 2.38799999999992 1.FO1.04 4 2 1 4_2_1 1.FO1.04_2_1
1.FO1 Jeanne 1647.979 3.75399999999991 1.FO1.08 8 1 2 8_1_2 1.FO1.08_1_2
1.FO1 Jeanne 1661.12 8.19100000000003 1.FO1.01 1 1 1 1_1_1 1.FO1.01_1_1
1.FO1 Jeanne 1669.312 2.38900000000012 1.FO1.01 1 1 NR 1_1_NR 1.FO1.01_1_NR
1.FO1 Jeanne 1672.384 36.181 1.FO1.01 1 1 2 1_1_2 1.FO1.01_1_2
1.FO1 Jeanne 1708.566 0.339999999999918 1.FO1.01 1 1 NR 1_1_NR 1.FO1.01_1_NR
1.FO1 Jeanne 1722.902 3.07099999999991 1.FO1.06 6 2 4 6_2_4 1.FO1.06_2_4
1.FO1 Jeanne 1791.36 7.50900000000001 1.FO1.08 8 1 3 8_1_3 1.FO1.08_1_3
1.FO1 Jeanne 1798.87 3.75300000000016 1.FO1.08 8 1 2 8_1_2 1.FO1.08_1_2
1.FO1 Jeanne 1808.427 12.6280000000002 1.FO1.09 9 1 4 9_1_4 1.FO1.09_1_4
1.FO2 Denis 378.696 12.6709999999999 1.FO2.07 7 2 2 7_2_2 1.FO2.07_2_2
1.FO2 Denis 391.368 11.135 1.FO2.07 7 2 3 7_2_3 1.FO2.07_2_3
1.FO2 Denis 402.504 9.98299999999995 1.FO2.07 7 2 2 7_2_2 1.FO2.07_2_2
1.FO2 Denis 412.488 12.671 1.FO2.07 7 2 3 7_2_3 1.FO2.07_2_3
1.FO2 Denis 425.16 42.239 1.FO2.07 7 2 2 7_2_2 1.FO2.07_2_2
1.FO2 Denis 467.4 7.29499999999996 1.FO2.07 7 2 3 7_2_3 1.FO2.07_2_3
1.FO2 Denis 477.793 15.3339999999999 1.FO2.02 2 1 2 2_1_2 1.FO2.02_1_2
1.FO2 Denis 493.128 1.9190000000001 1.FO2.02 2 1 6 2_1_6 1.FO2.02_1_6
1.FO2 Denis 503.112 4.60699999999997 1.FO2.02 2 2 6 2_2_6 1.FO2.02_2_6
1.FO2 Denis 509.177 7.27099999999996 1.FO2.02 2 2 3 2_2_3 1.FO2.02_2_3
1.FO2 Denis 516.449 8.83199999999999 1.FO2.02 2 2 2 2_2_2 1.FO2.02_2_2
1.FO2 Denis 525.282 6.0920000000001 1.FO2.02 2 2 1 2_2_1 1.FO2.02_2_1
1.FO2 Denis 531.375 7.67899999999997 1.FO2.02 2 1 4 2_1_4 1.FO2.02_1_4
1.FO2 Denis 539.055 1.91899999999998 1.FO2.02 2 1 2 2_1_2 1.FO2.02_1_2
1.FO2 Denis 540.975 14.207 1.FO2.02 2 1 1 2_1_1 1.FO2.02_1_1
1.FO2 Denis 561.427 15.3589999999999 1.FO2.02 2 1 4 2_1_4 1.FO2.02_1_4
1.FO2 Denis 576.787 2.303 1.FO2.02 2 1 2 2_1_2 1.FO2.02_1_2
1.FO2 Denis 579.091 1.91899999999998 1.FO2.02 2 1 1 2_1_1 1.FO2.02_1_1
1.FO2 Denis 586.772 9.21400000000006 1.FO2.04 4 1 4 4_1_4 1.FO2.04_1_4
1.FO2 Denis 595.987 1.91999999999996 1.FO2.04 4 1 1 4_1_1 1.FO2.04_1_1
1.FO2 Denis 597.908 10.207 1.FO2.04 4 1 3 4_1_3 1.FO2.04_1_3
1.FO2 Denis 608.116 5.75900000000001 1.FO2.04 4 1 2 4_1_2 1.FO2.04_1_2
1.FO2 Denis 617.232 13.763 1.FO2.08 8 1 1 8_1_1 1.FO2.08_1_1
1.FO2 Denis 632.149 3.83799999999997 1.FO2.03 3 1 2 3_1_2 1.FO2.03_1_2
1.FO2 Denis 635.988 6.52700000000004 1.FO2.03 3 1 4 3_1_4 1.FO2.03_1_4
1.FO2 Denis 643.668 3.83899999999994 1.FO2.02 2 1 5 2_1_5 1.FO2.02_1_5
1.FO2 Denis 649.044 4.22299999999996 1.FO2.07 7 1 3 7_1_3 1.FO2.07_1_3
1.FO2 Denis 654.421 4.85000000000002 1.FO2.02 2 1 1 2_1_1 1.FO2.02_1_1
1.FO2 Denis 659.272 2.303 1.FO2.02 2 1 2 2_1_2 1.FO2.02_1_2
1.FO2 Denis 662.728 5.75900000000001 1.FO2.01 1 1 3 1_1_3 1.FO2.01_1_3
1.FO2 Denis 668.488 4.99099999999999 1.FO2.01 1 2 4 1_2_4 1.FO2.01_2_4
1.FO2 Denis 674.529 4.77800000000002 1.FO2.01 1 2 3 1_2_3 1.FO2.01_2_3
1.FO2 Denis 679.308 1.91899999999998 1.FO2.01 1 2 4 1_2_4 1.FO2.01_2_4
1.FO2 Denis 681.228 16.0600000000001 1.FO2.01 1 2 3 1_2_3 1.FO2.01_2_3
1.FO2 Denis 697.289 3.79099999999994 1.FO2.01 1 1 4 1_1_4 1.FO2.01_1_4
1.FO2 Denis 701.081 13.823 1.FO2.01 1 1 1 1_1_1 1.FO2.01_1_1
1.FO2 Denis 714.905 1.15099999999995 1.FO2.01 1 1 5 1_1_5 1.FO2.01_1_5
1.FO2 Denis 716.057 7.67999999999995 1.FO2.01 1 1 3 1_1_3 1.FO2.01_1_3
1.FO2 Denis 723.738 4.60599999999999 1.FO2.01 1 1 1 1_1_1 1.FO2.01_1_1
1.FO2 Denis 728.345 6.14299999999992 1.FO2.01 1 1 4 1_1_4 1.FO2.01_1_4
1.FO2 Denis 734.489 7.95499999999993 1.FO2.02 2 3 2 2_3_2 1.FO2.02_3_2
1.FO2 Denis 742.445 6.91100000000006 1.FO2.02 2 3 4 2_3_4 1.FO2.02_3_4
1.FO2 Denis 749.357 5.75900000000001 1.FO2.02 2 2 1 2_2_1 1.FO2.02_2_1
1.FO2 Denis 758.757 14.6790000000001 1.FO2.07 7 2 4 7_2_4 1.FO2.07_2_4
1.FO2 Denis 773.437 3.68299999999999 1.FO2.07 7 1 3 7_1_3 1.FO2.07_1_3
1.FO2 Denis 781.801 4.20400000000006 1.FO2.08 8 1 3 8_1_3 1.FO2.08_1_3
1.FO2 Denis 788.31 9.38300000000004 1.FO2.07 7 3 1 7_3_1 1.FO2.07_3_1
1.FO2 Denis 797.694 21.335 1.FO2.07 7 3 2 7_3_2 1.FO2.07_3_2
1.FO2 Denis 822.102 4.99099999999999 1.FO2.06 6 1 6 6_1_6 1.FO2.06_1_6
1.FO2 Denis 827.094 1.15100000000007 1.FO2.06 6 1 5 6_1_5 1.FO2.06_1_5
1.FO2 Denis 828.246 2.87099999999998 1.FO2.06 6 1 7 6_1_7 1.FO2.06_1_7
1.FO2 Denis 832.558 13.143 1.FO2.07 7 1 NR 7_1_NR 1.FO2.07_1_NR
1.FO2 Denis 851.45 14.2750000000001 1.FO2.09 9 2 2 9_2_2 1.FO2.09_2_2
1.FO2 Denis 865.726 4.22299999999996 1.FO2.09 9 2 3 9_2_3 1.FO2.09_2_3
1.FO2 Denis 869.95 10.2350000000001 1.FO2.09 9 2 2 9_2_2 1.FO2.09_2_2
1.FO2 Denis 883.182 4.99099999999999 1.FO2.05 5 2 4 5_2_4 1.FO2.05_2_4
1.FO2 Denis 888.174 19.9389999999999 1.FO2.05 5 1 13 5_1_13 1.FO2.05_1_13
1.FO2 Denis 908.114 1.9190000000001 1.FO2.05 5 1 12 5_1_12 1.FO2.05_1_12
1.FO2 Denis 910.034 6.52700000000004 1.FO2.05 5 1 10 5_1_10 1.FO2.05_1_10
1.FO2 Denis 916.562 13.0550000000001 1.FO2.05 5 2 2 5_2_2 1.FO2.05_2_2
1.FO2 Denis 929.618 3.45499999999993 1.FO2.05 5 2 4 5_2_4 1.FO2.05_2_4
1.FO2 Denis 933.074 9.21499999999992 1.FO2.05 5 1 14 5_1_14 1.FO2.05_1_14
1.FO2 Denis 942.29 0.766999999999825 1.FO2.05 5 1 3 5_1_3 1.FO2.05_1_3
1.FO2 Denis 943.058 1.9190000000001 1.FO2.05 5 1 4 5_1_4 1.FO2.05_1_4
1.FO2 Denis 944.978 21.819 1.FO2.05 5 2 5 5_2_5 1.FO2.05_2_5
1.FO2 Denis 966.798 3.45500000000015 1.FO2.05 5 2 7 5_2_7 1.FO2.05_2_7
1.FO2 Denis 970.254 2.30299999999988 1.FO2.05 5 2 2 5_2_2 1.FO2.05_2_2
1.FO2 Denis 972.558 6.14300000000003 1.FO2.05 5 2 1 5_2_1 1.FO2.05_2_1
1.FO2 Denis 978.702 5.75900000000001 1.FO2.05 5 1 2 5_1_2 1.FO2.05_1_2
1.FO2 Denis 984.462 6.91100000000006 1.FO2.05 5 1 1 5_1_1 1.FO2.05_1_1
1.FO2 Denis 991.374 15.3590000000002 1.FO2.05 5 1 2 5_1_2 1.FO2.05_1_2
1.FO2 Denis 1006.734 3.45499999999993 1.FO2.05 5 1 4 5_1_4 1.FO2.05_1_4
1.FO2 Denis 1010.19 0.767000000000053 1.FO2.05 5 1 3 5_1_3 1.FO2.05_1_3
1.FO2 Denis 1010.958 11.903 1.FO2.05 5 1 1 5_1_1 1.FO2.05_1_1
1.FO2 Denis 1024.014 5.75900000000001 1.FO2.05 5 1 5 5_1_5 1.FO2.05_1_5
1.FO2 Denis 1029.774 7.29500000000007 1.FO2.05 5 1 7 5_1_7 1.FO2.05_1_7
1.FO2 Denis 1037.07 7.29499999999985 1.FO2.05 5 1 4 5_1_4 1.FO2.05_1_4
1.FO2 Denis 1044.366 9.21500000000015 1.FO2.05 5 2 1 5_2_1 1.FO2.05_2_1
1.FO2 Denis 1053.582 3.45499999999993 1.FO2.05 5 2 3 5_2_3 1.FO2.05_2_3
1.FO2 Denis 1057.038 9.21500000000015 1.FO2.05 5 1 7 5_1_7 1.FO2.05_1_7
1.FO2 Denis 1067.79 13.8229999999999 1.FO2.09 9 3 3 9_3_3 1.FO2.09_3_3
1.FO2 Denis 1083.15 11.903 1.FO2.03 3 3 3 3_3_3 1.FO2.03_3_3
1.FO2 Denis 1096.206 13.4389999999999 1.FO2.05 5 1 7 5_1_7 1.FO2.05_1_7
1.FO2 Denis 1109.646 8.40699999999993 1.FO2.05 5 2 NR 5_2_NR 1.FO2.05_2_NR
1.FO2 Denis 1118.054 4.12000000000012 1.FO2.05 5 1 6 5_1_6 1.FO2.05_1_6
1.FO2 Denis 1122.175 6.1429999999998 1.FO2.05 5 1 7 5_1_7 1.FO2.05_1_7
1.FO2 Denis 1128.319 4.22299999999996 1.FO2.05 5 2 2 5_2_2 1.FO2.05_2_2
1.FO2 Denis 1134.847 5.375 1.FO2.10 10 2 2 10_2_2 1.FO2.10_2_2
1.FO2 Denis 1144.099 23.223 1.FO2.05 5 1 1 5_1_1 1.FO2.05_1_1
1.FO2 Denis 1173.851 4.22399999999993 1.FO2.10 10 2 2 10_2_2 1.FO2.10_2_2
1.FO2 Denis 1178.076 14.2060000000001 1.FO2.10 10 2 3 10_2_3 1.FO2.10_2_3
1.FO2 Denis 1192.283 1.92100000000005 1.FO2.10 10 1 7 10_1_7 1.FO2.10_1_7
1.FO2 Denis 1234.071 10.752 1.FO2.05 5 1 4 5_1_4 1.FO2.05_1_4
1.FO2 Denis 1257.495 14.2069999999999 1.FO2.09 9 2 3 9_2_3 1.FO2.09_2_3
1.FO2 Denis 1273.24 5.37400000000002 1.FO2.08 8 1 2 8_1_2 1.FO2.08_1_2
1.FO2 Denis 1351.912 5.73500000000013 1.FO2.05 5 1 4 5_1_4 1.FO2.05_1_4
1.FO2 Denis 1505.06 6.12799999999993 1.FO2.07 7 2 1 7_2_1 1.FO2.07_2_1
1.FO2 Denis 1527.256 13.867 1.FO2.08 8 1 2 8_1_2 1.FO2.08_1_2
1.FO2 Denis 1581.452 27.191 1.FO2.02 2 1 6 2_1_6 1.FO2.02_1_6
1.FO2 Denis 1615.556 3.89200000000005 1.FO2.07 7 2 2 7_2_2 1.FO2.07_2_2
1.FO2 Denis 1619.449 14.7350000000001 1.FO2.07 7 2 3 7_2_3 1.FO2.07_2_3
1.FO2 Denis 1734.047 9.21299999999997 1.FO2.01 1 2 5 1_2_5 1.FO2.01_2_5
1.FO2 Estelle 14.364 13.749 1.FO2.02 2 3 2 2_3_2 1.FO2.02_3_2
1.FO2 Estelle 28.114 2.999 1.FO2.02 2 3 3 2_3_3 1.FO2.02_3_3
1.FO2 Estelle 37.368 43.498 1.FO2.07 7 1 5 7_1_5 1.FO2.07_1_5
1.FO2 Estelle 80.867 20.802 1.FO2.07 7 1 2 7_1_2 1.FO2.07_1_2
1.FO2 Estelle 108.372 12.999 1.FO2.07 7 1 2 7_1_2 1.FO2.07_1_2
1.FO2 Estelle 121.372 5.75 1.FO2.07 7 1 3 7_1_3 1.FO2.07_1_3
1.FO2 Estelle 127.123 16.248 1.FO2.07 7 1 1 7_1_1 1.FO2.07_1_1
1.FO2 Estelle 143.372 16.901 1.FO2.07 7 1 4 7_1_4 1.FO2.07_1_4
1.FO2 Estelle 160.274 33.649 1.FO2.07 7 1 2 7_1_2 1.FO2.07_1_2
1.FO2 Estelle 193.924 10.999 1.FO2.07 7 1 4 7_1_4 1.FO2.07_1_4
1.FO2 Estelle 204.924 5.40000000000003 1.FO2.07 7 1 1 7_1_1 1.FO2.07_1_1
1.FO2 Estelle 210.325 5.74900000000002 1.FO2.07 7 1 5 7_1_5 1.FO2.07_1_5
1.FO2 Estelle 216.075 6.74900000000002 1.FO2.07 7 1 3 7_1_3 1.FO2.07_1_3
1.FO2 Estelle 222.825 4.45400000000001 1.FO2.07 7 1 2 7_1_2 1.FO2.07_1_2
1.FO2 Estelle 228.127 25.053 1.FO2.07 7 2 4 7_2_4 1.FO2.07_2_4
1.FO2 Estelle 253.181 16.999 1.FO2.07 7 2 5 7_2_5 1.FO2.07_2_5
1.FO2 Estelle 270.181 1.74900000000002 1.FO2.07 7 2 4 7_2_4 1.FO2.07_2_4
1.FO2 Estelle 271.931 18.25 1.FO2.07 7 2 2 7_2_2 1.FO2.07_2_2
