offspring_id known_id candidate_id
1.FO1.03_H1_R1_14 1.FO1.03 1.FO1.03
1.FO1.03_H1_R2_01 1.FO1.03 1.FO1.09
1.FO1.03_H1_R3_01 1.FO1.03 1.FO1.01
1.FO1.03_H1_R4_03 1.FO1.03 1.FO1.05
1.FO1.03_H1_R5_01 1.FO1.03 1.FO1.07
1.FO1.03_H1_R5_02 1.FO1.03 1.FO1.07
1.FO1.03_H1_R6_01 1.FO1.03 1.FO1.06
1.FO1.03_H1_R7_01 1.FO1.03 1.FO1.07
1.FO1.04_H1_R2_01 1.FO1.04 1.FO1.04
1.FO1.04_H2_R1_01 1.FO1.04 1.FO1.07
1.FO1.04_H2_R3_01 1.FO1.04 1.FO1.09
1.FO1.04_H2_R3_02 1.FO1.04 1.FO1.07
1.FO1.04_H3_R1_01 1.FO1.04 1.FO1.10
1.FO1.04_H3_R1_02 1.FO1.04 1.FO1.07
1.FO1.04_H3_R1_03 1.FO1.04 1.FO1.09
1.FO1.04_H3_R1_04 1.FO1.04 1.FO1.09
1.FO1.05_H1_R1_01 1.FO1.05 1.FO1.05
1.FO1.05_H1_R2_01 1.FO1.05 1.FO1.04
1.FO1.05_H1_R2_02 1.FO1.05 1.FO1.07
1.FO1.05_H1_R3_01 1.FO1.05 1.FO1.04
1.FO1.05_H1_R3_02 1.FO1.05 1.FO1.08
1.FO1.06_H1_R1_01 1.FO1.06 1.FO1.06
1.FO1.06_H1_R1_02 1.FO1.06 1.FO1.06
1.FO1.06_H1_R1_03 1.FO1.06 1.FO1.06
1.FO1.06_H1_R1_04 1.FO1.06 1.FO1.06
1.FO1.06_H1_R1_05 1.FO1.06 1.FO1.01
1.FO1.06_H1_R1_07 1.FO1.06 1.FO1.07
1.FO1.06_H1_R1_08 1.FO1.06 1.FO1.01
1.FO1.06_H1_R1_09 1.FO1.06 1.FO1.01
1.FO1.06_H1_R2_01 1.FO1.06 1.FO1.06
1.FO1.06_H1_R4_01 1.FO1.06 1.FO1.06
1.FO1.06_H1_R4_02 1.FO1.06 1.FO1.01
1.FO1.06_H2_R1_01 1.FO1.06 1.FO1.06
1.FO1.06_H2_R1_02 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_03 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_04 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_05 1.FO1.06 1.FO1.01
1.FO1.06_H2_R1_06 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_07 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_08 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_09 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_10 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_11 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_13 1.FO1.06 1.FO1.01
1.FO1.06_H2_R1_14 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_15 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_16 1.FO1.06 1.FO1.07
1.FO1.06_H2_R1_17 1.FO1.06 1.FO1.01
1.FO1.06_H2_R1_19 1.FO1.06 1.FO1.03
1.FO1.06_H2_R1_20 1.FO1.06 1.FO1.07
1.FO1.06_H2_R2_02 1.FO1.06 1.FO1.01
1.FO1.06_H2_R2_03 1.FO1.06 1.FO1.06
1.FO1.06_H2_R5_01 1.FO1.06 1.FO1.03
1.FO1.06_H3_R1_01 1.FO1.06 1.FO1.06
1.FO1.06_H3_R1_02 1.FO1.06 1.FO1.01
1.FO1.06_H3_R1_03 1.FO1.06 1.FO1.06
1.FO1.06_H3_R1_04 1.FO1.06 1.FO1.02
1.FO1.06_H3_R1_05 1.FO1.06 1.FO1.06
1.FO1.06_H3_R1_06 1.FO1.06 1.FO1.06
1.FO1.06_H4_R1_01 1.FO1.06 1.FO1.07
1.FO1.06_H4_R2_01 1.FO1.06 1.FO1.03
1.FO1.06_H4_R2_02 1.FO1.06 1.FO1.07
1.FO1.06_H4_R2_03 1.FO1.06 1.FO1.07
1.FO1.06_H4_R2_04 1.FO1.06 1.FO1.07
1.FO1.06_H4_R2_05 1.FO1.06 1.FO1.07
1.FO1.06_H4_R2_06 1.FO1.06 1.FO1.07
1.FO1.07_H1_R1_01 1.FO1.07 1.FO1.08
1.FO1.07_H1_R1_02 1.FO1.07 1.FO1.07
1.FO1.07_H1_R2_01 1.FO1.07 1.FO1.07
1.FO1.07_H1_R2_02 1.FO1.07 1.FO1.07
1.FO1.07_H1_R5_01 1.FO1.07 1.FO1.07
1.FO1.07_H1_R5_02 1.FO1.07 1.FO1.07
1.FO1.07_H2_R1_01 1.FO1.07 1.FO1.07
1.FO1.07_H2_R1_02 1.FO1.07 1.FO1.07
1.FO1.07_H2_R1_03 1.FO1.07 1.FO1.07
1.FO1.07_H2_R1_04 1.FO1.07 1.FO1.01
1.FO1.07_H2_R1_05 1.FO1.07 1.FO1.07
1.FO1.07_H2_R2_01 1.FO1.07 1.FO1.08
1.FO1.07_H2_R2_02 1.FO1.07 1.FO1.04
1.FO1.07_H2_R3_01 1.FO1.07 1.FO1.02
1.FO1.07_H2_R4_01 1.FO1.07 1.FO1.08
1.FO1.07_H2_R4_02 1.FO1.07 1.FO1.08
1.FO1.07_H3_R1_01 1.FO1.07 1.FO1.01
1.FO1.08_H1_R1_01 1.FO1.08 1.FO1.04
1.FO1.08_H2_R1_01 1.FO1.08 1.FO1.09
1.FO1.08_H2_R2_01 1.FO1.08 1.FO1.09
1.FO1.08_H2_R2_02 1.FO1.08 1.FO1.09
1.FO1.08_H2_R3_01 1.FO1.08 1.FO1.09
1.FO1.08_H2_R3_02 1.FO1.08 1.FO1.07
1.FO1.08_H2_R4_02 1.FO1.08 1.FO1.07
1.FO1.08_H2_R4_03 1.FO1.08 1.FO1.09
1.FO1.09_H1_R1_01 1.FO1.09 1.FO1.03
1.FO1.09_H1_R1_02 1.FO1.09 1.FO1.07
1.FO1.09_H1_R1_03 1.FO1.09 1.FO1.03
1.FO1.09_H1_R1_04 1.FO1.09 1.FO1.04
1.FO1.09_H1_R1_05 1.FO1.09 1.FO1.03
1.FO1.09_H1_R1_06 1.FO1.09 1.FO1.03
1.FO1.09_H1_R1_08 1.FO1.09 1.FO1.01
1.FO1.09_H1_R1_09 1.FO1.09 1.FO1.03
1.FO1.09_H1_R1_10 1.FO1.09 1.FO1.06
1.FO1.09_H1_R1_11 1.FO1.09 1.FO1.07
1.FO1.09_H1_R2_01 1.FO1.09 1.FO1.03
1.FO1.09_H1_R2_02 1.FO1.09 1.FO1.03
1.FO1.09_H1_R2_03 1.FO1.09 1.FO1.03
1.FO1.09_H1_R2_04 1.FO1.09 1.FO1.01
1.FO1.09_H1_R2_05 1.FO1.09 1.FO1.03
1.FO2.01_H1_R1_01 1.FO2.01 1.FO2.06
1.FO2.01_H1_R1_02 1.FO2.01 1.FO2.01
1.FO2.01_H1_R1_03 1.FO2.01 1.FO2.01
1.FO2.01_H1_R1_04 1.FO2.01 1.FO2.04
1.FO2.01_H1_R1_05 1.FO2.01 1.FO2.01
1.FO2.01_H1_R1_06 1.FO2.01 1.FO2.01
1.FO2.01_H1_R1_07 1.FO2.01 1.FO2.01
1.FO2.01_H1_R1_08 1.FO2.01 1.FO2.01
1.FO2.01_H1_R1_09 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_01 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_02 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_03 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_04 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_05 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_06 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_07 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_08 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_09 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_10 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_11 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_12 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_13 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_14 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_15 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_16 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_17 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_18 1.FO2.01 1.FO2.01
1.FO2.01_H2_R1_19 1.FO2.01 1.FO2.01
1.FO2.02_H1_R1_01 1.FO2.02 1.FO2.07
1.FO2.02_H1_R1_02 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_03 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_04 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_05 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_06 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_07 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_08 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_09 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_10 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_11 1.FO2.02 1.FO2.07
1.FO2.02_H1_R1_12 1.FO2.02 1.FO2.07
1.FO2.02_H1_R1_13 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_14 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_15 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_16 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_17 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_18 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_19 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_20 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_21 1.FO2.02 1.FO2.02
1.FO2.02_H1_R1_22 1.FO2.02 1.FO2.07
1.FO2.02_H1_R2_01 1.FO2.02 1.FO2.04
1.FO2.02_H1_R2_02 1.FO2.02 1.FO2.02
1.FO2.02_H1_R2_03 1.FO2.02 1.FO2.02
1.FO2.02_H1_R2_04 1.FO2.02 1.FO2.02
1.FO2.02_H1_R2_05 1.FO2.02 1.FO2.02
1.FO2.02_H1_R2_06 1.FO2.02 1.FO2.07
1.FO2.02_H1_R2_07 1.FO2.02 1.FO2.07
1.FO2.02_H1_R3_01 1.FO2.02 1.FO2.02
1.FO2.02_H1_R3_02 1.FO2.02 1.FO2.02
1.FO2.02_H1_R3_03 1.FO2.02 1.FO2.02
1.FO2.02_H1_R3_04 1.FO2.02 1.FO2.02
1.FO2.02_H1_R3_05 1.FO2.02 1.FO2.02
1.FO2.02_H1_R4_01 1.FO2.02 1.FO2.02
1.FO2.02_H1_R4_02 1.FO2.02 1.FO2.02
1.FO2.02_H1_R5_01 1.FO2.02 1.FO2.07
1.FO2.02_H1_R5_02 1.FO2.02 1.FO2.02
1.FO2.02_H1_R5_03 1.FO2.02 1.FO2.07
1.FO2.02_H1_R5_04 1.FO2.02 1.FO2.02
1.FO2.02_H1_R5_05 1.FO2.02 1.FO2.07
1.FO2.02_H1_R5_06 1.FO2.02 1.FO2.02
1.FO2.02_H1_R5_07 1.FO2.02 1.FO2.07
1.FO2.02_H1_R7_01 1.FO2.02 1.FO2.02
1.FO2.02_H1_R7_02 1.FO2.02 1.FO2.02
1.FO2.02_H1_R7_04 1.FO2.02 1.FO2.07
1.FO2.02_H2_R1_01 1.FO2.02 1.FO2.02
1.FO2.02_H2_R1_02 1.FO2.02 1.FO2.02
1.FO2.02_H2_R1_03 1.FO2.02 1.FO2.02
1.FO2.02_H2_R1_04 1.FO2.02 1.FO2.02
1.FO2.02_H2_R1_05 1.FO2.02 1.FO2.02
1.FO2.02_H2_R2_01 1.FO2.02 1.FO2.02
1.FO2.02_H2_R2_02 1.FO2.02 1.FO2.02
1.FO2.02_H2_R2_03 1.FO2.02 1.FO2.02
1.FO2.02_H2_R2_05 1.FO2.02 1.FO2.02
1.FO2.02_H2_R2_06 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_01 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_02 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_03 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_05 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_06 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_07 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_08 1.FO2.02 1.FO2.02
1.FO2.02_H2_R3_09 1.FO2.02 1.FO2.02
1.FO2.02_H2_R4_01 1.FO2.02 1.FO2.02
1.FO2.02_H2_R4_02 1.FO2.02 1.FO2.02
1.FO2.02_H2_R4_03 1.FO2.02 1.FO2.02
1.FO2.02_H2_R4_04 1.FO2.02 1.FO2.02
1.FO2.02_H3_R1_01 1.FO2.02 1.FO2.02
1.FO2.02_H3_R1_02 1.FO2.02 1.FO2.02
1.FO2.02_H3_R1_03 1.FO2.02 1.FO2.02
1.FO2.02_H3_R1_05 1.FO2.02 1.FO2.02
1.FO2.02_H3_R1_07 1.FO2.02 1.FO2.02
1.FO2.02_H3_R1_08 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_01 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_02 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_03 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_04 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_05 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_06 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_07 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_08 1.FO2.02 1.FO2.02
1.FO2.02_H3_R2_09 1.FO2.02 1.FO2.02
1.FO2.02_H3_R3_01 1.FO2.02 1.FO2.02
1.FO2.02_H3_R3_02 1.FO2.02 1.FO2.07
1.FO2.02_H3_R3_03 1.FO2.02 1.FO2.02
1.FO2.02_H3_R3_04 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_01 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_02 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_03 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_04 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_05 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_06 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_07 1.FO2.02 1.FO2.02
1.FO2.02_H3_R4_08 1.FO2.02 1.FO2.02
1.FO2.02_H4_R1_01 1.FO2.02 1.FO2.05
1.FO2.02_H4_R1_02 1.FO2.02 1.FO2.05
1.FO2.02_H4_R1_03 1.FO2.02 1.FO2.03
1.FO2.02_H4_R1_04 1.FO2.02 1.FO2.05
1.FO2.03_H1_R1_01 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_02 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_03 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_04 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_05 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_06 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_07 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_08 1.FO2.03 1.FO2.04
1.FO2.03_H1_R1_09 1.FO2.03 1.FO2.04
1.FO2.03_H2_R1_01 1.FO2.03 1.FO2.01
1.FO2.03_H2_R1_03 1.FO2.03 1.FO2.05
1.FO2.03_H2_R1_04 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_05 1.FO2.03 1.FO2.05
1.FO2.03_H2_R1_06 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_07 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_08 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_09 1.FO2.03 1.FO2.05
1.FO2.03_H2_R1_10 1.FO2.03 1.FO2.05
1.FO2.03_H2_R1_11 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_12 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_13 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_14 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_15 1.FO2.03 1.FO2.04
1.FO2.03_H2_R1_16 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_17 1.FO2.03 1.FO2.10
1.FO2.03_H2_R1_18 1.FO2.03 1.FO2.10
1.FO2.03_H3_R1_01 1.FO2.03 1.FO2.05
1.FO2.03_H3_R1_02 1.FO2.03 1.FO2.05
1.FO2.03_H3_R1_03 1.FO2.03 1.FO2.02
1.FO2.03_H3_R1_04 1.FO2.03 1.FO2.05
1.FO2.03_H3_R1_06 1.FO2.03 1.FO2.05
1.FO2.03_H3_R1_07 1.FO2.03 1.FO2.02
1.FO2.03_H3_R1_08 1.FO2.03 1.FO2.02
1.FO2.03_H3_R1_09 1.FO2.03 1.FO2.02
1.FO2.03_H3_R1_10 1.FO2.03 1.FO2.02
1.FO2.03_H3_R1_11 1.FO2.03 1.FO2.05
1.FO2.04_H1_R1_01 1.FO2.04 1.FO2.02
1.FO2.04_H1_R2_01 1.FO2.04 1.FO2.02
1.FO2.04_H1_R2_02 1.FO2.04 1.FO2.02
1.FO2.04_H1_R2_03 1.FO2.04 1.FO2.02
1.FO2.04_H1_R4_01 1.FO2.04 1.FO2.02
1.FO2.04_H1_R4_02 1.FO2.04 1.FO2.02
1.FO2.04_H1_R4_03 1.FO2.04 1.FO2.02
1.FO2.04_H1_R5_01 1.FO2.04 1.FO2.02
1.FO2.04_H1_R5_02 1.FO2.04 1.FO2.02
1.FO2.05_H1_R2_01 1.FO2.05 1.FO2.07
1.FO2.05_H1_R4_01 1.FO2.05 1.FO2.07
1.FO2.05_H1_R4_02 1.FO2.05 1.FO2.05
1.FO2.05_H1_R5_01 1.FO2.05 1.FO2.10
1.FO2.05_H1_R6_01 1.FO2.05 1.FO2.08
1.FO2.05_H1_R6_02 1.FO2.05 1.FO2.07
1.FO2.05_H1_R9_01 1.FO2.05 1.FO2.05
1.FO2.05_H1_R9_02 1.FO2.05 1.FO2.05
1.FO2.05_H2_R4_01 1.FO2.05 1.FO2.07
1.FO2.07_H1_R1_01 1.FO2.07 1.FO2.10
1.FO2.07_H1_R1_02 1.FO2.07 1.FO2.02
1.FO2.07_H1_R1_03 1.FO2.07 1.FO2.02
1.FO2.07_H1_R1_04 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_05 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_06 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_07 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_08 1.FO2.07 1.FO2.02
1.FO2.07_H1_R1_09 1.FO2.07 1.FO2.10
1.FO2.07_H1_R1_10 1.FO2.07 1.FO2.02
1.FO2.07_H1_R1_11 1.FO2.07 1.FO2.02
1.FO2.07_H1_R1_12 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_13 1.FO2.07 1.FO2.10
1.FO2.07_H1_R1_14 1.FO2.07 1.FO2.10
1.FO2.07_H1_R1_15 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_16 1.FO2.07 1.FO2.07
1.FO2.07_H1_R1_17 1.FO2.07 1.FO2.10
1.FO2.07_H1_R1_18 1.FO2.07 1.FO2.07
1.FO2.07_H1_R2_01 1.FO2.07 1.FO2.02
1.FO2.07_H1_R2_02 1.FO2.07 1.FO2.07
1.FO2.07_H1_R2_03 1.FO2.07 1.FO2.02
1.FO2.07_H1_R3_01 1.FO2.07 1.FO2.02
1.FO2.07_H1_R3_02 1.FO2.07 1.FO2.07
1.FO2.07_H1_R3_03 1.FO2.07 1.FO2.02
1.FO2.07_H1_R3_04 1.FO2.07 1.FO2.02
1.FO2.07_H1_R3_05 1.FO2.07 1.FO2.02
1.FO2.07_H1_R4_01 1.FO2.07 1.FO2.02
1.FO2.07_H1_R4_02 1.FO2.07 1.FO2.04
1.FO2.07_H1_R4_04 1.FO2.07 1.FO2.03
1.FO2.07_H1_R4_05 1.FO2.07 1.FO2.07
1.FO2.07_H1_R4_06 1.FO2.07 1.FO2.07
1.FO2.07_H1_R4_08 1.FO2.07 1.FO2.07
1.FO2.07_H1_R4_09 1.FO2.07 1.FO2.02
1.FO2.07_H1_R4_10 1.FO2.07 1.FO2.02
1.FO2.07_H1_R5_01 1.FO2.07 1.FO2.02
1.FO2.07_H1_R5_02 1.FO2.07 1.FO2.10
1.FO2.07_H1_R5_03 1.FO2.07 1.FO2.10
1.FO2.07_H1_R6_01 1.FO2.07 1.FO2.02
1.FO2.07_H1_R6_02 1.FO2.07 1.FO2.07
1.FO2.07_H2_R1_01 1.FO2.07 1.FO2.07
1.FO2.07_H2_R2_01 1.FO2.07 1.FO2.07
1.FO2.07_H2_R2_02 1.FO2.07 1.FO2.02
1.FO2.07_H2_R2_03 1.FO2.07 1.FO2.02
1.FO2.07_H2_R2_04 1.FO2.07 1.FO2.07
1.FO2.07_H2_R3_01 1.FO2.07 1.FO2.07
1.FO2.07_H2_R3_02 1.FO2.07 1.FO2.07
1.FO2.07_H2_R3_03 1.FO2.07 1.FO2.07
1.FO2.07_H2_R3_04 1.FO2.07 1.FO2.07
1.FO2.07_H2_R3_05 1.FO2.07 1.FO2.07
1.FO2.07_H2_R4_01 1.FO2.07 1.FO2.01
1.FO2.07_H2_R5_01 1.FO2.07 1.FO2.07
1.FO2.07_H2_R5_02 1.FO2.07 1.FO2.07
1.FO2.07_H2_R5_03 1.FO2.07 1.FO2.07
1.FO2.07_H2_R5_04 1.FO2.07 1.FO2.07
1.FO2.07_H2_R5_05 1.FO2.07 1.FO2.07
1.FO2.07_H3_R1_01 1.FO2.07 1.FO2.02
1.FO2.07_H3_R1_02 1.FO2.07 1.FO2.07
1.FO2.07_H3_R1_03 1.FO2.07 1.FO2.03
1.FO2.07_H3_R1_04 1.FO2.07 1.FO2.07
1.FO2.07_H3_R2_01 1.FO2.07 1.FO2.01
1.FO2.07_H3_R2_02 1.FO2.07 1.FO2.01
1.FO2.07_H3_R2_03 1.FO2.07 1.FO2.07
1.FO2.07_H3_R2_04 1.FO2.07 1.FO2.07
1.FO2.07_H3_R2_05 1.FO2.07 1.FO2.07
1.FO2.07_H3_R3_01 1.FO2.07 1.FO2.01
1.FO2.07_H3_R3_02 1.FO2.07 1.FO2.02
1.FO2.07_H3_R3_03 1.FO2.07 1.FO2.02
1.FO2.07_H3_R3_04 1.FO2.07 1.FO2.07
1.FO2.07_H3_R3_05 1.FO2.07 1.FO2.02
1.FO2.07_H3_R3_06 1.FO2.07 1.FO2.02
1.FO2.07_H3_R3_07 1.FO2.07 1.FO2.02
1.FO2.07_H3_R3_08 1.FO2.07 1.FO2.03
1.FO2.07_H3_R3_09 1.FO2.07 1.FO2.02
1.FO2.07_H3_R3_10 1.FO2.07 1.FO2.02
1.FO2.07_H3_R4_01 1.FO2.07 1.FO2.07
1.FO2.07_H3_R4_02 1.FO2.07 1.FO2.10
1.FO2.07_H3_R4_03 1.FO2.07 1.FO2.07
1.FO2.07_H3_R4_04 1.FO2.07 1.FO2.07
1.FO2.07_H3_R4_05 1.FO2.07 1.FO2.07
1.FO2.07_H3_R5_01 1.FO2.07 1.FO2.05
1.FO2.07_H3_R5_02 1.FO2.07 1.FO2.05
1.FO2.07_H3_R5_03 1.FO2.07 1.FO2.10
1.FO2.07_H4_R1_01 1.FO2.07 1.FO2.05
1.FO2.07_H4_R1_02 1.FO2.07 1.FO2.05
1.FO2.07_H4_R1_03 1.FO2.07 1.FO2.05
1.FO2.07_H4_R1_04 1.FO2.07 1.FO2.05
1.FO2.08_H1_R1_01 1.FO2.08 1.FO2.04
1.FO2.08_H1_R1_03 1.FO2.08 1.FO2.04
1.FO2.08_H1_R1_04 1.FO2.08 1.FO2.07
1.FO2.08_H1_R1_05 1.FO2.08 1.FO2.07
1.FO2.08_H1_R1_06 1.FO2.08 1.FO2.07
1.FO2.08_H1_R1_07 1.FO2.08 1.FO2.02
1.FO2.08_H1_R1_08 1.FO2.08 1.FO2.04
1.FO2.08_H1_R1_09 1.FO2.08 1.FO2.04
1.FO2.08_H1_R1_11 1.FO2.08 1.FO2.04
1.FO2.08_H1_R1_12 1.FO2.08 1.FO2.07
1.FO2.08_H1_R1_13 1.FO2.08 1.FO2.07
1.FO2.08_H1_R1_14 1.FO2.08 1.FO2.07
1.FO2.08_H1_R1_15 1.FO2.08 1.FO2.04
1.FO2.08_H1_R2_01 1.FO2.08 1.FO2.07
1.FO2.08_H1_R4_02 1.FO2.08 1.FO2.05
1.FO2.08_H1_R4_03 1.FO2.08 1.FO2.05
1.FO2.08_H1_R6_01 1.FO2.08 1.FO2.07
1.FO2.08_H2_R3_01 1.FO2.08 1.FO2.07
1.FO2.08_H2_R5_01 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_01 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_02 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_03 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_04 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_05 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_06 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_07 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_08 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_09 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_10 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_11 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_12 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_13 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_14 1.FO2.08 1.FO2.02
1.FO2.08_H3_R1_15 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_16 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_17 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_18 1.FO2.08 1.FO2.07
1.FO2.08_H3_R1_19 1.FO2.08 1.FO2.02
1.FO2.08_H5_R1_01 1.FO2.08 1.FO2.07
1.FO2.08_H5_R1_02 1.FO2.08 1.FO2.02
1.FO2.09_H2_R3_01 1.FO2.09 1.FO2.09
1.FO2.09_H2_R3_02 1.FO2.09 1.FO2.08
1.FO2.10_H1_R1_02 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_03 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_04 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_05 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_06 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_07 1.FO2.10 1.FO2.09
1.FO2.10_H1_R1_08 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_10 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_11 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_12 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_13 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_14 1.FO2.10 1.FO2.05
1.FO2.10_H1_R1_15 1.FO2.10 1.FO2.05
1.FO2.10_H2_R1_01 1.FO2.10 1.FO2.07
1.FO2.10_H2_R1_02 1.FO2.10 1.FO2.07
1.FO2.10_H2_R1_03 1.FO2.10 1.FO2.07
1.FO2.10_H2_R1_04 1.FO2.10 1.FO2.10
1.FO2.10_H2_R1_05 1.FO2.10 1.FO2.10
3.FA1.02_H2_R3_15 3.FA1.02 3.FA1.03
3.FA1.02_H2_R3_16 3.FA1.02 3.FA1.03
3.FA1.02_H2_R3_17 3.FA1.02 3.FA1.03
3.FA1.02_H2_R3_18 3.FA1.02 3.FA1.03
