"session" "ID_full" "ID_full_part" "id_flow_part" "ID" "nb_visit" "nb_dist_vis" "dur_visit_sum" "dur_visit_mean" "dur_visit_med" "nb_poll_focal" "ID_part" "import_nb_visit_co1" "import_dur_visit_co1" "export_nb_visit_co1" "export_dur_visit_co1" "import_nb_visit_co2" "import_dur_visit_co2" "export_nb_visit_co2" "export_dur_visit_co2" "import_nb_visit_co3" "import_dur_visit_co3" "export_nb_visit_co3" "export_dur_visit_co3" "import_nb_visit_co4" "import_dur_visit_co4" "export_nb_visit_co4" "export_dur_visit_co4" "import_nb_visit_co5" "import_dur_visit_co5" "export_nb_visit_co5" "export_dur_visit_co5" "import_nb_visit_co6" "import_dur_visit_co6" "export_nb_visit_co6" "export_dur_visit_co6" "import_nb_visit_co7" "import_dur_visit_co7" "export_nb_visit_co7" "export_dur_visit_co7" "import_nb_visit_co8" "import_dur_visit_co8" "export_nb_visit_co8" "export_dur_visit_co8" "import_nb_visit_co9" "import_dur_visit_co9" "export_nb_visit_co9" "export_dur_visit_co9" "import_nb_visit_co10" "import_dur_visit_co10" "export_nb_visit_co10" "export_dur_visit_co10" "import_nb_visit_co11" "import_dur_visit_co11" "export_nb_visit_co11" "export_dur_visit_co11" "import_nb_visit_co12" "import_dur_visit_co12" "export_nb_visit_co12" "export_dur_visit_co12" "import_nb_visit_co13" "import_dur_visit_co13" "export_nb_visit_co13" "export_dur_visit_co13" "import_nb_visit_co14" "import_dur_visit_co14" "export_nb_visit_co14" "export_dur_visit_co14" "import_nb_visit_co15" "import_dur_visit_co15" "export_nb_visit_co15" "export_dur_visit_co15" "import_nb_visit_co16" "import_dur_visit_co16" "export_nb_visit_co16" "export_dur_visit_co16" "import_nb_visit_co17" "import_dur_visit_co17" "export_nb_visit_co17" "export_dur_visit_co17" "import_nb_visit_co18" "import_dur_visit_co18" "export_nb_visit_co18" "export_dur_visit_co18" "import_nb_visit_co19" "import_dur_visit_co19" "export_nb_visit_co19" "export_dur_visit_co19" "import_nb_visit_co20" "import_dur_visit_co20" "export_nb_visit_co20" "export_dur_visit_co20" "import_nb_visit_co30" "import_dur_visit_co30" "export_nb_visit_co30" "export_dur_visit_co30" "import_nb_visit_co40" "import_dur_visit_co40" "export_nb_visit_co40" "export_dur_visit_co40" "import_nb_visit_co50" "import_dur_visit_co50" "export_nb_visit_co50" "export_dur_visit_co50" "import_nb_visit_co100" "import_dur_visit_co100" "export_nb_visit_co100" "export_dur_visit_co100" "import_nb_visit_co200" "import_dur_visit_co200" "export_nb_visit_co200" "export_dur_visit_co200" "import_nb_visit_co300" "import_dur_visit_co300" "export_nb_visit_co300" "export_dur_visit_co300" "impex_nb_visit_co1" "impex_dur_visit_co1" "impex_nb_visit_co2" "impex_dur_visit_co2" "impex_nb_visit_co3" "impex_dur_visit_co3" "impex_nb_visit_co4" "impex_dur_visit_co4" "impex_nb_visit_co5" "impex_dur_visit_co5" "impex_nb_visit_co6" "impex_dur_visit_co6" "impex_nb_visit_co7" "impex_dur_visit_co7" "impex_nb_visit_co8" "impex_dur_visit_co8" "impex_nb_visit_co9" "impex_dur_visit_co9" "impex_nb_visit_co10" "impex_dur_visit_co10" "impex_nb_visit_co11" "impex_dur_visit_co11" "impex_nb_visit_co12" "impex_dur_visit_co12" "impex_nb_visit_co13" "impex_dur_visit_co13" "impex_nb_visit_co14" "impex_dur_visit_co14" "impex_nb_visit_co15" "impex_dur_visit_co15" "impex_nb_visit_co16" "impex_dur_visit_co16" "impex_nb_visit_co17" "impex_dur_visit_co17" "impex_nb_visit_co18" "impex_dur_visit_co18" "impex_nb_visit_co19" "impex_dur_visit_co19" "impex_nb_visit_co20" "impex_dur_visit_co20" "impex_nb_visit_co30" "impex_dur_visit_co30" "impex_nb_visit_co40" "impex_dur_visit_co40" "impex_nb_visit_co50" "impex_dur_visit_co50" "impex_nb_visit_co100" "impex_dur_visit_co100" "impex_nb_visit_co200" "impex_dur_visit_co200" "impex_nb_visit_co300" "impex_dur_visit_co300" "id_flow_init" "nbGr_SR" "nbGr_viab" "pl" "SR_couple" "SR_mal_all_share" "SR_mal_all_share_viab" "nGenot" "gMS_fem_all" "gMS_fem_out"
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H2_R5" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 2 27.998 0 NA 4 55.996 0 NA 5 62.9950000000001 0 NA 5 62.9950000000001 0 NA 5 62.9950000000001 1 7.49900000000002 5 62.9950000000001 2 14.998 5 62.9950000000001 3 22.4970000000001 5 62.9950000000001 4 29.9960000000001 5 62.9950000000001 5 37.4950000000001 5 62.9950000000001 6 44.9940000000001 5 62.9950000000001 6 44.9940000000001 6 83.9940000000001 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 7 65.9930000000001 8 112.492 13 191.987 26 244.474 22 340.478 45 379.455 31 529.469 47 393.453 31 529.469 0 NA 0 NA 0 NA 2 27.998 4 55.996 5 62.9950000000001 5 62.9950000000001 6 70.4940000000001 7 77.9930000000001 8 85.4920000000001 9 92.9910000000001 10 100.49 11 107.989 11 107.989 12 128.988 13 149.987 13 149.987 13 149.987 13 149.987 13 149.987 13 149.987 14 170.986 21 304.479 48 584.952000000001 76 908.924 78 922.922 "1.FO1.07_H2_R5a" 13 13 NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H2_R5" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 2 27.998 0 NA 4 55.996 0 NA 5 62.9950000000001 0 NA 5 62.9950000000001 0 NA 5 62.9950000000001 1 7.49900000000002 5 62.9950000000001 2 14.998 5 62.9950000000001 3 22.4970000000001 5 62.9950000000001 4 29.9960000000001 5 62.9950000000001 5 37.4950000000001 5 62.9950000000001 6 44.9940000000001 5 62.9950000000001 6 44.9940000000001 6 83.9940000000001 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 6 44.9940000000001 7 104.993 7 65.9930000000001 8 112.492 13 191.987 26 244.474 22 340.478 45 379.455 31 529.469 47 393.453 31 529.469 0 NA 0 NA 0 NA 2 27.998 4 55.996 5 62.9950000000001 5 62.9950000000001 6 70.4940000000001 7 77.9930000000001 8 85.4920000000001 9 92.9910000000001 10 100.49 11 107.989 11 107.989 12 128.988 13 149.987 13 149.987 13 149.987 13 149.987 13 149.987 13 149.987 14 170.986 21 304.479 48 584.952000000001 76 908.924 78 922.922 "1.FO1.07_H2_R5b" 5 5 NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H2_RNR" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 2 3.49799999999999 0 NA 4 6.99599999999998 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 5 8.99399999999997 0 NA 6 10.494 0 NA 8 18.493 0 NA 9 24.992 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 0 NA 10 31.491 4 6 22 82.4729999999999 13 19.5 51 198.928 22 33 56 226.922 22 33 2 3.49799999999999 4 6.99599999999998 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 5 8.99399999999997 6 10.494 8 18.493 9 24.992 10 31.491 10 31.491 10 31.491 10 31.491 10 31.491 10 31.491 10 31.491 10 31.491 14 37.491 35 101.973 73 231.928 78 259.922 NA NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H3_R1" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 0 NA 0 NA 1 6.49900000000002 0 NA 2 12.998 0 NA 2 12.998 0 NA 4 22.895 0 NA 6 32.792 1 8.399 8 42.689 1 8.399 10 57.087 2 14.898 11 63.086 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 12 69.085 3 21.397 13 77.484 3 21.397 14 85.883 3 21.397 14 85.883 3 21.397 14 85.883 3 21.397 14 85.883 3 21.397 14 85.883 3 21.397 26 130.865 16 105.884 56 243.32 25 164.375 60 258.314 25 164.375 0 NA 1 6.49900000000002 2 12.998 2 12.998 4 22.895 7 41.191 9 51.088 12 71.985 14 84.483 15 90.482 15 90.482 15 90.482 15 90.482 15 90.482 15 90.482 15 90.482 15 90.482 16 98.881 17 107.28 17 107.28 17 107.28 17 107.28 17 107.28 42 236.749 81 407.695 85 422.689 "1.FO1.07_H3_R1" 9 9 720 NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H3_R2" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 1 2.90100000000007 0 NA 1 2.90100000000007 1 4.202 2 5.25200000000007 2 8.20099999999991 3 7.60300000000007 4 15.1009999999999 4 9.95400000000007 6 22.0009999999999 5 12.3050000000001 9 33.1029999999999 7 24.5060000000001 11 40.0029999999998 8 32.5050000000001 14 49.2539999999998 9 40.5040000000001 15 52.1549999999999 9 40.5040000000001 16 55.0559999999999 9 40.5040000000001 17 57.957 9 40.5040000000001 18 60.8580000000001 9 40.5040000000001 19 63.7590000000002 9 40.5040000000001 20 66.6600000000002 9 40.5040000000001 21 69.5610000000003 10 42.8550000000001 21 69.5610000000003 11 45.2060000000001 21 69.5610000000003 11 45.2060000000001 21 69.5610000000003 11 45.2060000000001 21 69.5610000000003 11 45.2060000000001 21 69.5610000000003 11 45.2060000000001 24 82.1670000000003 11 45.2060000000001 24 82.1670000000003 13 51.0080000000003 24 82.1670000000003 34 156.790999999999 50 183.004 53 292.771999999999 53 191.707000000001 55 308.769999999999 53 191.707000000001 1 2.90100000000007 2 7.10300000000007 4 13.453 7 22.704 10 31.9549999999999 14 45.4079999999999 18 64.5089999999999 22 81.7589999999999 24 92.659 25 95.5600000000001 26 98.4610000000002 27 101.362 28 104.263 29 107.164 30 110.065 31 112.416 32 114.767 32 114.767 32 114.767 32 114.767 35 127.373 35 127.373 37 133.175000000001 84 339.795 106 484.479 108 500.477 "1.FO1.07_H3_R2" 4 NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H3_R4" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 0 NA 0 NA 1 5.7109999999999 0 NA 2 11.4219999999998 0 NA 3 17.1329999999997 0 NA 4 22.8439999999996 0 NA 4 22.8439999999996 0 NA 4 22.8439999999996 0 NA 4 22.8439999999996 0 NA 4 22.8439999999996 1 5.7109999999999 4 22.8439999999996 1 5.7109999999999 4 22.8439999999996 1 5.7109999999999 4 22.8439999999996 1 5.7109999999999 4 22.8439999999996 1 5.7109999999999 4 22.8439999999996 1 5.7109999999999 5 28.5549999999995 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 6 34.2659999999994 1 5.7109999999999 0 NA 1 5.7109999999999 2 11.4219999999998 3 17.1329999999997 4 22.8439999999996 4 22.8439999999996 4 22.8439999999996 4 22.8439999999996 5 28.5549999999995 5 28.5549999999995 5 28.5549999999995 5 28.5549999999995 5 28.5549999999995 5 28.5549999999995 6 34.2659999999994 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 7 39.9769999999993 NA NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.07" "1.FO1.07_H3_RNR" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 7 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 2.01499999999999 1 2.99899999999991 2 4.02999999999998 2 5.99799999999982 4 7.04399999999999 3 8.99699999999973 6 10.058 5 14.0109999999996 7 11.057 6 17.0099999999995 8 19.057 7 20.0089999999994 9 27.057 7 20.0089999999994 10 35.057 7 20.0089999999994 10 35.057 7 20.0089999999994 10 35.057 7 20.0089999999994 10 35.057 7 20.0089999999994 10 35.057 7 20.0089999999994 10 35.057 7 20.0089999999994 11 37.072 7 20.0089999999994 12 39.087 7 20.0089999999994 12 39.087 7 20.0089999999994 12 39.087 7 20.0089999999994 12 39.087 7 20.0089999999994 12 39.087 7 20.0089999999994 12 39.087 7 20.0089999999994 37 132.067999999999 10 29.0059999999992 71 279.048999999998 10 29.0059999999992 75 297.046999999998 10 29.0059999999992 0 NA 0 NA 0 NA 2 5.0139999999999 4 10.0279999999998 7 16.0409999999997 11 24.0689999999996 13 28.0669999999996 15 39.0659999999995 16 47.0659999999995 17 55.0659999999995 17 55.0659999999995 17 55.0659999999995 17 55.0659999999995 17 55.0659999999995 17 55.0659999999995 18 57.0809999999995 19 59.0959999999994 19 59.0959999999994 19 59.0959999999994 19 59.0959999999994 19 59.0959999999994 19 59.0959999999994 47 161.073999999998 81 308.054999999998 85 326.052999999998 NA NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H1_R1" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 1 8.34000000000003 0 NA 2 16.6800000000001 0 NA 3 25.0200000000001 0 NA 3 25.0200000000001 0 NA 3 25.0200000000001 0 NA 3 25.0200000000001 0 NA 4 32.9130000000001 0 NA 5 40.8060000000001 0 NA 6 48.6990000000001 0 NA 7 56.5920000000001 0 NA 8 64.4850000000001 0 NA 9 72.3780000000001 0 NA 10 80.2710000000001 0 NA 12 89.1610000000002 0 NA 15 99.0500000000003 0 NA 18 109.94 0 NA 21 120.83 0 NA 23 129.722 0 NA 25 138.614 0 NA 42 199.849000000001 9 61.3750000000003 44 209.188000000001 35 169.736000000002 45 217.081000000001 49 186.709000000002 54 260.542000000001 63 255.078000000003 54 260.542000000001 84 285.030000000004 54 260.542000000001 84 285.030000000004 0 NA 1 8.34000000000003 2 16.6800000000001 3 25.0200000000001 3 25.0200000000001 3 25.0200000000001 3 25.0200000000001 4 32.9130000000001 5 40.8060000000001 6 48.6990000000001 7 56.5920000000001 8 64.4850000000001 9 72.3780000000001 10 80.2710000000001 12 89.1610000000002 15 99.0500000000003 18 109.94 21 120.83 23 129.722 25 138.614 51 261.224000000001 79 378.924000000003 94 403.790000000003 117 515.620000000004 138 545.572000000005 138 545.572000000005 "1.FO1.08_H1_R1" 1 1 653 NA NA NA 1 1 1
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H1_R2" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 0 NA 1 3.75300000000016 0 NA 1 3.75300000000016 0 NA 2 7.50700000000007 1 3.75399999999991 2 7.50700000000007 1 3.75399999999991 2 7.50700000000007 1 3.75399999999991 2 7.50700000000007 1 3.75399999999991 3 11.261 1 3.75399999999991 3 11.261 1 3.75399999999991 3 11.261 1 3.75399999999991 4 15.0140000000001 1 3.75399999999991 4 15.0140000000001 1 3.75399999999991 4 15.0140000000001 2 12.7529999999999 4 15.0140000000001 3 21.7519999999999 5 18.7670000000003 4 30.751 5 18.7670000000003 6 50.249 5 18.7670000000003 8 69.747 5 18.7670000000003 10 89.245 5 18.7670000000003 12 108.743 5 18.7670000000003 26 246.729 7 26.2750000000001 27 257.228 11 41.2880000000005 27 257.228 25 171.474 35 335.22 71 360.641000000002 35 335.22 77 419.135000000002 35 335.22 77 419.135000000002 0 NA 1 3.75300000000016 1 3.75300000000016 2 7.50700000000007 3 11.261 3 11.261 3 11.261 4 15.0149999999999 4 15.0149999999999 4 15.0149999999999 5 18.7680000000001 5 18.7680000000001 5 18.7680000000001 6 27.7670000000001 8 40.5190000000002 9 49.5180000000003 11 69.0160000000003 13 88.5140000000003 15 108.012 17 127.51 33 273.004 38 298.516 52 428.702 106 695.861000000002 112 754.355000000002 112 754.355000000002 "1.FO1.08_H1_RNA" NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H1_R3" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 0 NA 1 7.50900000000001 1 9.23500000000001 2 15.018 2 18.47 2 15.018 3 27.705 2 15.018 4 36.94 2 15.018 5 46.1750000000001 3 22.527 6 55.4100000000001 3 22.527 8 67.647 3 22.527 10 79.884 3 22.527 12 94.118 3 22.527 14 108.352 3 22.527 15 117.587 3 22.527 25 188.999 5 30.528 25 188.999 26 127.061 25 188.999 32 149.067 31 244.409 50 281.719 31 244.409 67 348.729 31 244.409 67 348.729 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 1 7.50900000000001 3 24.253 4 33.488 5 42.723 6 51.9580000000001 8 68.7020000000001 9 77.9370000000001 11 90.174 13 102.411 15 116.645 17 130.879 18 140.114 30 219.527 51 316.06 57 338.066 81 526.128 98 593.138 98 593.138 "1.FO1.08_H1_RNA" NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H1_R4" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 1 10.1529999999999 0 NA 2 20.3059999999998 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 3 30.4589999999997 0 NA 4 32.4579999999997 0 NA 5 34.4569999999997 0 NA 5 34.4569999999997 0 NA 5 34.4569999999997 0 NA 5 34.4569999999997 0 NA 6 39.8579999999998 0 NA 7 45.2589999999999 0 NA 12 74.9639999999998 9 73.7189999999996 14 90.5179999999998 35 241.252999999999 14 90.5179999999998 43 268.800999999999 14 90.5179999999998 52 443.388999999999 14 90.5179999999998 68 499.187 14 90.5179999999998 68 499.187 1 10.1529999999999 2 20.3059999999998 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 3 30.4589999999997 4 32.4579999999997 5 34.4569999999997 5 34.4569999999997 5 34.4569999999997 5 34.4569999999997 6 39.8579999999998 7 45.2589999999999 21 148.682999999999 49 331.770999999999 57 359.318999999999 66 533.906999999999 82 589.704999999999 82 589.704999999999 "1.FO1.08_H1_RNA" NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H1_RNR" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 0 NA 0 NA 1 5.80200000000002 0 NA 2 11.604 0 NA 3 17.4060000000001 0 NA 3 17.4060000000001 0 NA 3 17.4060000000001 0 NA 3 17.4060000000001 0 NA 4 19.1970000000001 0 NA 5 20.9880000000001 0 NA 6 22.7790000000001 0 NA 7 24.5700000000001 0 NA 8 26.3610000000001 0 NA 9 28.1520000000001 0 NA 11 32.4420000000001 0 NA 13 36.7320000000001 0 NA 15 41.0220000000001 0 NA 17 45.3120000000001 0 NA 19 49.6020000000002 0 NA 22 58.3890000000003 0 NA 36 98.4390000000005 11 59.9070000000004 40 115.734000000001 30 157.095000000001 40 115.734000000001 36 172.089000000001 50 136.476000000001 46 196.493000000001 50 136.476000000001 55 230.972000000002 50 136.476000000001 55 230.972000000002 0 NA 0 NA 1 5.80200000000002 2 11.604 3 17.4060000000001 3 17.4060000000001 3 17.4060000000001 3 17.4060000000001 4 19.1970000000001 5 20.9880000000001 6 22.7790000000001 7 24.5700000000001 8 26.3610000000001 9 28.1520000000001 11 32.4420000000001 13 36.7320000000001 15 41.0220000000001 17 45.3120000000001 19 49.6020000000002 22 58.3890000000003 47 158.346000000001 70 272.829000000002 76 287.823000000002 96 332.969000000002 105 367.448000000003 105 367.448000000003 NA NA NA NA NA NA NA NA NA NA
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H2_R1" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 3.49900000000002 0 NA 1 3.49900000000002 0 NA 1 3.49900000000002 0 NA 1 3.49900000000002 0 NA 1 3.49900000000002 0 NA 2 6.99800000000004 0 NA 3 10.4970000000001 0 NA 4 13.9960000000001 0 NA 5 17.4950000000001 1 11.903 6 20.9940000000001 1 11.903 19 102.481 11 104.509 19 102.481 23 211.305 19 102.481 26 239.802 28 151.972 28 258.8 31 162.469 28 258.8 31 162.469 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 3.49900000000002 1 3.49900000000002 1 3.49900000000002 1 3.49900000000002 1 3.49900000000002 2 6.99800000000004 3 10.4970000000001 4 13.9960000000001 5 17.4950000000001 7 32.8970000000001 20 114.384 30 206.99 42 313.786000000001 54 391.774000000001 59 421.269000000001 59 421.269000000001 "1.FO1.08_H2_R1" 1 1 840 NA NA NA 1 1 1
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H2_R2" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 1 0 NA 1 1 0 NA 1 1 0 NA 1 1 0 NA 1 1 0 NA 2 2 0 NA 4 10.999 0 NA 6 19.998 4 35.6500000000001 19 60.9940000000001 20 170.256 22 80.4880000000003 36 297.554000000001 22 80.4880000000003 48 380.033000000001 31 110.485 58 448.015000000002 34 113.485 58 448.015000000002 34 113.485 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 1 1 1 1 1 1 1 1 1 2 2 4 10.999 6 19.998 23 96.6440000000002 42 250.744000000001 58 378.042000000001 79 490.518000000002 92 561.500000000002 92 561.500000000002 "1.FO1.08_H2_R2" 14 14 NA NA NA NA 2 1 1
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H2_R3" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 1 5.63 0 NA 2 11.26 0 NA 4 23.14 0 NA 6 35.02 0 NA 8 46.9 0 NA 10 58.78 0 NA 12 70.66 0 NA 14 82.54 0 NA 16 94.42 0 NA 18 106.3 0 NA 20 118.18 0 NA 22 130.06 0 NA 24 141.94 0 NA 26 153.82 0 NA 28 165.7 0 NA 30 177.58 0 NA 32 189.46 0 NA 33 195.71 0 NA 34 201.96 0 NA 34 201.96 0 NA 34 201.96 0 NA 40 237.6 0 NA 46 273.24 0 NA 46 273.24 0 NA 46 273.24 0 NA 0 NA 1 5.63 2 11.26 4 23.14 6 35.02 8 46.9 10 58.78 12 70.66 14 82.54 16 94.42 18 106.3 20 118.18 22 130.06 24 141.94 26 153.82 28 165.7 30 177.58 32 189.46 33 195.71 34 201.96 34 201.96 34 201.96 40 237.6 46 273.24 46 273.24 46 273.24 "1.FO1.08_H2_R3" 2 2 NA NA NA NA 2 2 2
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H2_R4" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 11.499 0 NA 2 22.998 1 11.4009999999998 3 34.497 1 11.4009999999998 14 160.79 8 91.2079999999984 17 195.090999999999 14 159.711999999997 17 195.090999999999 19 217.206999999997 21 241.086999999999 25 285.612999999996 21 241.086999999999 31 354.312999999996 21 241.086999999999 31 354.312999999996 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 0 NA 1 11.499 3 34.3989999999998 4 45.8979999999998 22 251.997999999998 31 354.802999999997 36 412.297999999997 46 526.699999999995 52 595.399999999995 52 595.399999999995 "1.FO1.08_H2_R4" 3 3 NA NA NA NA 2 2 2
"1.FO1" "1.FO1.06" "1.FO1.08" "1.FO1.08_H2_R5" 6 56 16 456.899 8.15891071428572 5.24799999999994 3 8 0 NA 0 NA 0 NA 0 NA 1 5.994 0 NA 2 11.988 0 NA 4 26.685 0 NA 6 41.382 0 NA 8 56.079 0 NA 10 70.776 0 NA 12 85.473 0 NA 14 100.17 0 NA 16 114.867 0 NA 18 129.564 0 NA 20 144.261 0 NA 22 158.958 0 NA 24 173.655 0 NA 26 188.352 0 NA 28 203.049 0 NA 30 217.746 0 NA 32 232.443 0 NA 33 241.146 0 NA 34 249.849 0 NA 34 249.849 2 19.1500000000001 40 293.94 6 57.4500000000003 46 338.031 7 67.0250000000004 46 338.031 7 67.0250000000004 46 338.031 7 67.0250000000004 0 NA 0 NA 1 5.994 2 11.988 4 26.685 6 41.382 8 56.079 10 70.776 12 85.473 14 100.17 16 114.867 18 129.564 20 144.261 22 158.958 24 173.655 26 188.352 28 203.049 30 217.746 32 232.443 33 241.146 34 249.849 36 268.999 46 351.39 53 405.056 53 405.056 53 405.056 "1.FO1.08_H2_RNA" NA NA NA NA NA NA NA NA NA
